OrderNr;ArticleAmount_[#];CostOfOrder_[€];SalesOfOrder_[€];CostOfTransport_[€];TotalMass_[kG];Distance_[kM];OriginWarehouse;Date;Time
3182;7;14,3;16,95;1,08;2,5;75; Den Haag ('s-Gravenhage);31-3-2021;8:30
3183;8;15,16;16,95;1,08;3,5;74; Den Haag ('s-Gravenhage);31-12-2021;17:30
3184;10;12,1;13,95;1,56;3,3;98; Den Haag ('s-Gravenhage);30-4-2021;12:30
3185;7;16,4;18,95;1,24;1,8;80; Den Haag ('s-Gravenhage);31-12-2021;12:30
3186;5;11,83;13,95;0,75;2,6;47; Den Haag ('s-Gravenhage);1-2-2021;17:30
3187;11;13,97;15,95;0,99;2,3;71; Den Haag ('s-Gravenhage);31-12-2021;17:30
3188;3;9,87;11,95;0,7;1,9;54; Tilburg;31-12-2021;8:30
3189;8;13,6;14,95;0,82;2,5;63; Eindhoven;31-12-2021;17:30
3190;5;15,31;16,95;1,11;2,5;81; Amsterdam;31-8-2021;12:30
3191;13;13,75;15,95;0,97;2,8;71; Rotterdam;30-11-2021;17:30
3192;5;12,5;14,95;0,98;2,3;66; Rotterdam;30-4-2021;12:30
3193;11;17,75;19,95;0,93;2,5;68; Eindhoven;30-9-2021;17:30
3194;12;10,42;11,95;0,77;2,6;56; Den Haag ('s-Gravenhage);31-12-2021;17:30
3195;7;16,24;18,95;1,23;3,4;94; Utrecht;31-12-2021;8:30
3196;6;22,18;25,95;1,22;1,8;73; Utrecht;31-12-2021;8:30
3197;5;19,22;21,95;0,98;2,3;60; Rotterdam;30-4-2021;12:30
3198;13;14,12;15,95;1,33;4;88; Rotterdam;30-9-2021;12:30
3199;9;20,16;22,95;0,96;2,9;58; Breda;31-8-2021;12:30
3200;10;11,71;12,95;1,05;2,5;63; Rotterdam;1-11-2021;17:30
3201;12;13,13;14,95;1,14;2,9;88; Den Haag ('s-Gravenhage);30-11-2021;17:30
3202;8;10,31;11,95;0,96;2,9;69; Utrecht;31-3-2021;12:30
3203;11;8,41;9,95;1,24;3,2;81; Tilburg;1-11-2021;12:30
3204;7;15,88;18,95;1,24;2,6;80; Den Haag ('s-Gravenhage);31-12-2021;12:30
3205;10;16,06;17,95;1,06;2,8;80; Den Haag ('s-Gravenhage);30-4-2021;12:30
3206;11;16,42;18,95;1,03;3,4;65; Utrecht;30-9-2021;8:30
3207;4;14,76;16,95;1,23;2,4;83; Groningen;30-4-2021;12:30
3208;13;13,32;15,95;1,2;3,7;74; Utrecht;31-3-2021;8:30
3209;12;15,45;16,95;1,3;3,5;81; Amsterdam;31-7-2021;8:30
3210;11;18,32;21,95;1,22;3,4;93; Den Haag ('s-Gravenhage);30-4-2021;8:30
3211;8;7,38;8,95;0,67;2,5;42; Utrecht;30-11-2021;8:30
3212;9;13,13;14,95;1,36;2,2;84; Utrecht;31-12-2021;8:30
3213;6;12,16;13,95;1,33;3;80; Groningen;31-3-2021;17:30
3214;8;18,75;21,95;1,15;2;79; Utrecht;31-8-2021;12:30
3215;7;12,06;13,95;0,87;2,6;56; Amsterdam;1-2-2021;8:30
3216;7;13,86;15,95;1,32;3,9;79; Groningen;31-12-2021;12:30
3217;11;12,46;14,95;0,87;2,2;68; Den Haag ('s-Gravenhage);31-12-2021;17:30
3218;9;7,49;8,95;1,08;2,2;72; Groningen;30-4-2021;17:30
3219;10;23,63;26,95;1,15;2,9;79; Breda;31-5-2021;12:30
3220;7;9,75;10,95;1,14;3,4;72; Amsterdam;31-12-2021;8:30
3221;10;18,75;21,95;1,25;2,4;75; Utrecht;31-12-2021;12:30
3222;6;19,29;21,95;1,32;3,3;86; Rotterdam;30-11-2021;17:30
3223;10;11,71;13,95;1,08;3,2;84; Utrecht;1-3-2021;12:30
3224;7;18,34;20,95;1,22;2,5;87; Amsterdam;1-3-2021;8:30
3225;7;15,06;16,95;1,27;2,2;85; Utrecht;1-11-2021;8:30
3226;8;19,16;21,95;0,82;3,2;59; Eindhoven;31-8-2021;12:30
3227;7;12,37;14,95;0,88;2,9;61; Eindhoven;30-11-2021;17:30
3228;7;11,05;12,95;1,08;3,3;65; Eindhoven;31-12-2021;12:30
3229;5;22,04;25,95;1,13;2,6;73; Amsterdam;1-2-2021;8:30
3230;11;9,99;11,95;1,39;3,1;91; Eindhoven;30-11-2021;8:30
3231;12;20,76;22,95;1,02;2,5;74; Eindhoven;1-11-2021;8:30
3232;11;7,55;8,95;0,87;3,3;55; Eindhoven;1-11-2021;12:30
3233;9;10,12;11,95;0,83;3;54; Amsterdam;31-12-2021;8:30
3234;4;16,2;17,95;0,5;2,5;35; Breda;30-11-2021;12:30
3235;3;20,4;22,95;1,17;3,1;72; Eindhoven;1-11-2021;8:30
3236;10;8,56;9,95;1,13;2;82; Amsterdam;31-12-2021;8:30
3237;8;7,23;8,95;0,77;2,6;59; Utrecht;1-11-2021;17:30
3238;11;11,68;12,95;0,66;2,4;45; Eindhoven;31-8-2021;17:30
3239;11;15,64;17,95;0,76;2,7;50; Den Haag ('s-Gravenhage);1-11-2021;12:30
3240;13;14,44;15,95;1,02;3,2;76; Tilburg;1-3-2021;8:30
3241;6;22,78;24,95;1,02;2,4;66; Den Haag ('s-Gravenhage);30-11-2021;12:30
3242;5;15,47;17,95;1,13;3,3;75; Den Haag ('s-Gravenhage);30-11-2021;12:30
3243;11;13,46;15,95;1,05;2,4;75; Den Haag ('s-Gravenhage);31-12-2021;12:30
3244;8;18,46;20,95;1,35;2,2;82; Nijmegen;31-3-2021;12:30
3245;7;7,85;8,95;0,9;3,2;61; Utrecht;31-12-2021;12:30
3246;8;10,47;11,95;1,33;2,6;88; Rotterdam;31-3-2021;12:30
3247;11;17,25;19,95;1,24;3,4;81; Den Haag ('s-Gravenhage);30-11-2021;17:30
3248;6;13,17;15,95;0,9;2,6;67; Den Haag ('s-Gravenhage);31-12-2021;17:30
3249;9;10,19;11,95;0,82;4,4;60; Nijmegen;31-12-2021;12:30
3250;6;16,28;17,95;1,14;2,4;85; Rotterdam;30-11-2021;12:30
3251;6;19,67;21,95;1,22;3,3;93; Eindhoven;31-12-2021;12:30
3252;8;14,46;15,95;1,01;1,8;78; Rotterdam;31-12-2021;17:30
3253;10;11,68;12,95;1,09;3,4;71; Utrecht;31-3-2021;12:30
3254;12;16,22;18,95;1,01;3,4;63; Den Haag ('s-Gravenhage);31-8-2021;17:30
3255;6;20,61;23,95;1,2;2,6;72; Groningen;1-11-2021;8:30
3256;5;10,51;11,95;1,15;1,9;71; Amsterdam;30-11-2021;8:30
3257;8;15,64;17,95;0,88;1,8;68; Den Haag ('s-Gravenhage);30-9-2021;8:30
3258;9;13,85;14,95;1,29;3,2;86; Den Haag ('s-Gravenhage);30-9-2021;8:30
3259;8;14,17;16,95;0,89;2,4;57; Den Haag ('s-Gravenhage);31-12-2021;8:30
3260;9;12,11;13,95;1,13;2,5;76; Eindhoven;30-9-2021;8:30
3261;5;17,08;18,95;1,11;3,3;72; Den Haag ('s-Gravenhage);31-12-2021;12:30
3262;11;21;23,95;1,19;3,3;92; Utrecht;30-11-2021;8:30
3263;7;18,95;21,95;0,92;2,3;65; Breda;1-11-2021;12:30
3264;9;9,64;11,95;1,13;3;69; Den Haag ('s-Gravenhage);30-4-2021;17:30
3265;10;10,82;12,95;0,97;3,3;64; Utrecht;30-11-2021;12:30
3266;6;11,39;12,95;1,18;3;88; Den Haag ('s-Gravenhage);30-6-2021;8:30
3267;6;11,15;12,95;1,47;2,6;91; Eindhoven;31-12-2021;12:30
3268;7;18,31;20,95;1,21;3,4;74; Utrecht;31-12-2021;12:30
3269;5;10,71;11,95;0,63;2,6;45; Den Haag ('s-Gravenhage);1-11-2021;8:30
3270;9;12,23;13,95;1,35;2,2;88; Rotterdam;31-5-2021;17:30
3271;12;11,9;12,95;0,8;2,7;59; Eindhoven;1-11-2021;12:30
3272;9;12,9;14,95;1,18;2,3;82; Rotterdam;31-12-2021;12:30
3273;9;11,08;12,95;1,02;3,2;71; Utrecht;31-12-2021;8:30
3274;8;9,11;9,95;0,69;2,6;47; Utrecht;1-3-2021;12:30
3275;6;13,27;15,95;1,19;2,4;83; Rotterdam;31-5-2021;8:30
3276;8;14,21;15,95;0,72;2,3;49; Den Haag ('s-Gravenhage);30-4-2021;17:30
3277;6;14,92;16,95;0,94;1,9;65; Rotterdam;31-12-2021;17:30
3278;9;8,36;9,95;0,88;2,9;67; Tilburg;30-9-2021;8:30
3279;10;7,81;8,95;1;2,7;70; Den Haag ('s-Gravenhage);1-11-2021;12:30
3280;10;10,08;11,95;0,73;1,8;47; Amsterdam;30-11-2021;8:30
3281;5;6,8;7,95;1,29;3;83; Eindhoven;31-7-2021;12:30
3282;6;20,6;22,95;0,84;2,3;58; Rotterdam;1-3-2021;17:30
3283;5;7,75;8,95;1,02;2,9;74; Den Haag ('s-Gravenhage);1-2-2021;12:30
3284;7;16,36;17,95;0,99;3,4;70; Rotterdam;31-12-2021;17:30
3285;4;15,79;17,95;1,33;3,2;93; Utrecht;30-11-2021;12:30
3286;7;9,38;10,95;0,93;3,3;62; Den Haag ('s-Gravenhage);31-12-2021;17:30
3287;14;15,14;16,95;1,36;3;87; Breda;1-11-2021;8:30
3288;12;10,95;11,95;1,19;3,2;92; Rotterdam;30-11-2021;12:30
3289;7;19,32;21,95;1,28;2,9;90; Tilburg;30-11-2021;8:30
3290;6;11,28;12,95;0,78;2,3;60; Den Haag ('s-Gravenhage);30-6-2021;12:30
3291;6;8,92;10,95;0,88;2,2;68; Utrecht;31-3-2021;17:30
3292;4;13,85;15,95;1,3;2,2;93; Utrecht;31-12-2021;17:30
3293;9;11,64;13,95;1,38;3,9;83; Utrecht;30-11-2021;12:30
3294;10;8,32;9,95;1,4;2,4;85; Den Haag ('s-Gravenhage);1-2-2021;12:30
3295;10;8,83;9,95;1,08;3,7;85; Den Haag ('s-Gravenhage);30-11-2021;17:30
3296;4;16,14;18,95;1,15;2,7;72; Den Haag ('s-Gravenhage);30-11-2021;17:30
3297;7;15,26;16,95;0,87;3,3;67; Den Haag ('s-Gravenhage);1-2-2021;12:30
3298;11;24,33;27,95;0,85;3,3;63; Den Haag ('s-Gravenhage);30-9-2021;12:30
3299;4;16,99;19,95;0,99;1,9;71; Eindhoven;30-11-2021;12:30
3300;13;16,4;18,95;1,24;2,4;74; Eindhoven;1-2-2021;8:30
3301;8;16,72;18,95;1,35;2,5;87; Nijmegen;30-4-2021;12:30
3302;11;19,55;21,95;0,81;2,7;57; Rotterdam;30-11-2021;17:30
3303;10;10,17;11,95;0,87;2,7;64; Rotterdam;31-8-2021;17:30
3304;10;17,34;18,95;0,99;3;66; Rotterdam;31-12-2021;17:30
3305;6;18,89;21,95;0,81;1,7;62; Eindhoven;1-11-2021;12:30
3306;5;17,34;18,95;1,38;3,1;91; Den Haag ('s-Gravenhage);30-11-2021;12:30
3307;4;16,65;18,95;0,82;2,8;62; Den Haag ('s-Gravenhage);30-11-2021;17:30
3308;10;21,6;23,95;1,47;3,1;90; Groningen;31-12-2021;17:30
3309;7;23,67;26,95;1,12;2,8;73; Rotterdam;31-12-2021;17:30
3310;6;17,23;19,95;1,26;2,9;80; Den Haag ('s-Gravenhage);31-3-2021;17:30
3311;7;18,83;20,95;1,32;2,8;84; Breda;30-9-2021;8:30
3312;14;8,03;8,95;1,48;2;89; Rotterdam;30-11-2021;8:30
3313;8;13,79;15,95;0,99;2,5;73; Eindhoven;30-4-2021;8:30
3314;9;17,36;19,95;1,46;1,9;87; Rotterdam;30-9-2021;17:30
3315;8;15,88;17,95;1,39;1,8;83; Den Haag ('s-Gravenhage);30-4-2021;12:30
3316;7;18,54;20,95;1,09;3,1;75; Den Haag ('s-Gravenhage);30-11-2021;8:30
3317;15;14,6;16,95;1,25;2,9;76; Groningen;30-11-2021;12:30
3318;6;9,64;10,95;0,81;2,2;56; Eindhoven;30-11-2021;17:30
3319;5;17,94;19,95;0,76;2,3;48; Tilburg;1-11-2021;17:30
3320;8;13,6;15,95;1,15;2,2;69; Utrecht;31-5-2021;8:30
3321;10;21,62;23,95;0,9;2,6;67; Utrecht;31-12-2021;17:30
3322;7;8,98;10,95;0,99;3,2;77; Eindhoven;1-11-2021;12:30
3323;9;18,95;20,95;0,78;2,2;47; Rotterdam;31-12-2021;8:30
3324;13;14,3;16,95;0,9;3,6;71; Den Haag ('s-Gravenhage);30-11-2021;8:30
3325;9;12,18;13,95;0,72;2,6;55; Amsterdam;1-11-2021;8:30
3326;5;14,99;16,95;1,33;3;82; Amsterdam;30-6-2021;12:30
3327;4;18,73;20,95;1,38;2,8;85; Utrecht;30-11-2021;17:30
3328;4;16,48;18,95;1,05;2,9;72; Rotterdam;31-12-2021;17:30
3329;7;10,3;11,95;1,13;3;84; Utrecht;31-12-2021;17:30
3330;5;13,45;14,95;1,21;2,7;85; Den Haag ('s-Gravenhage);30-11-2021;17:30
3331;8;17,75;20,95;1,07;2,3;75; Rotterdam;30-4-2021;12:30
3332;9;19,16;20,95;1,1;2,9;84; Den Haag ('s-Gravenhage);31-12-2021;8:30
3333;5;18,93;21,95;1,16;2;85; Tilburg;30-11-2021;12:30
3334;10;19,04;21,95;0,91;3,1;57; Den Haag ('s-Gravenhage);31-12-2021;12:30
3335;10;16,69;18,95;1,01;3,1;64; Utrecht;1-11-2021;12:30
3336;7;14,03;16,95;0,97;2,8;69; Rotterdam;31-5-2021;12:30
3337;9;16,28;18,95;1,35;1,8;87; Rotterdam;30-4-2021;17:30
3338;4;10,59;11,95;1,45;3,4;91; Utrecht;31-3-2021;17:30
3339;9;13,46;15,95;0,86;2,2;54; Eindhoven;30-9-2021;8:30
3340;7;11,7;13,95;1,14;3;73; Amsterdam;1-3-2021;8:30
3341;4;21;23,95;1,14;3,9;81; Eindhoven;1-11-2021;17:30
3342;8;17,35;19,95;0,7;2,7;48; Groningen;31-3-2021;8:30
3343;10;12,44;13,95;1,52;2,4;94; Eindhoven;1-11-2021;17:30
3344;6;18,58;20,95;0,92;2,8;57; Den Haag ('s-Gravenhage);30-11-2021;8:30
3345;11;9,66;11,95;1,39;3,7;85; Den Haag ('s-Gravenhage);1-11-2021;17:30
3346;5;12,41;13,95;1,18;3,8;77; Tilburg;31-12-2021;8:30
3347;3;8,06;8,95;1,14;2,4;79; Amsterdam;30-9-2021;12:30
3348;11;12,17;13,95;0,81;2,6;51; Tilburg;31-8-2021;12:30
3349;4;12,62;13,95;0,68;3,3;49; Den Haag ('s-Gravenhage);31-3-2021;17:30
3350;5;11,5;12,95;0,81;3,9;51; Eindhoven;30-9-2021;12:30
3351;14;19,57;21,95;0,68;3,5;50; Utrecht;31-12-2021;8:30
3352;12;18,77;20,95;0,98;2,6;69; Den Haag ('s-Gravenhage);31-12-2021;12:30
3353;10;9,27;10,95;0,89;2,8;62; Den Haag ('s-Gravenhage);30-11-2021;12:30
3354;5;18,95;21,95;0,97;3,3;76; Breda;31-12-2021;12:30
3355;12;13,23;14,95;0,93;3,8;70; Den Haag ('s-Gravenhage);31-3-2021;17:30
3356;5;13,31;14,95;0,99;2,9;60; Groningen;30-9-2021;12:30
3357;6;15,62;17,95;1,29;2,5;79; Breda;31-8-2021;12:30
3358;10;7,3;8,95;1,15;1,9;77; Utrecht;30-11-2021;12:30
3359;10;12,72;13,95;1,62;2,6;98; Den Haag ('s-Gravenhage);30-4-2021;12:30
3360;8;22,98;25,95;1,11;2,7;77; Groningen;30-9-2021;12:30
3361;8;10,84;11,95;1,07;2,7;70; Eindhoven;31-8-2021;8:30
3362;9;10,62;11,95;0,88;2,5;57; Rotterdam;30-11-2021;12:30
3363;12;20,19;21,95;0,78;2,6;49; Rotterdam;1-3-2021;12:30
3364;13;16,21;18,95;0,79;2,9;50; Rotterdam;1-3-2021;12:30
3365;4;10,93;12,95;0,84;2,5;53; Tilburg;31-5-2021;12:30
3366;8;18,55;20,95;0,83;2,6;58; Eindhoven;31-12-2021;12:30
3367;11;17,51;19,95;1,22;3,2;74; Eindhoven;30-4-2021;12:30
3368;11;13;14,95;1,19;2,6;88; Utrecht;31-5-2021;8:30
3369;6;9,38;10,95;0,77;2;48; Amsterdam;30-11-2021;8:30
3370;8;11,2;12,95;1,05;3,4;66; Eindhoven;31-12-2021;17:30
3371;7;17,48;19,95;0,95;3,1;57; Den Haag ('s-Gravenhage);1-2-2021;17:30
3372;4;13,86;15,95;1,19;2,5;74; Amsterdam;31-12-2021;8:30
3373;8;7,55;8,95;1,14;1,9;83; Rotterdam;30-4-2021;17:30
3374;5;10,73;12,95;1,09;2,2;70; Groningen;30-11-2021;12:30
3375;7;18,15;20,95;1,02;2,6;68; Den Haag ('s-Gravenhage);30-9-2021;8:30
3376;4;12,63;14,95;1,32;3,6;86; Den Haag ('s-Gravenhage);31-12-2021;17:30
3377;11;9,44;10,95;1,5;3,1;94; Den Haag ('s-Gravenhage);31-12-2021;8:30
3378;12;10,48;11,95;0,75;2,6;51; Den Haag ('s-Gravenhage);31-12-2021;8:30
3379;9;19,15;22,95;0,79;2,7;56; Den Haag ('s-Gravenhage);1-11-2021;8:30
3380;7;25,66;29,95;1,02;2,5;61; Groningen;31-8-2021;17:30
3381;7;7,67;8,95;1,11;2,4;78; Rotterdam;31-12-2021;17:30
3382;11;8,96;10,95;0,9;2,2;67; Utrecht;1-11-2021;12:30
3383;10;19,31;21,95;1,39;2,8;85; Amsterdam;31-3-2021;17:30
3384;8;15;16,95;0,72;3,4;56; Groningen;31-5-2021;17:30
3385;8;11,32;12,95;1,02;3,1;67; Rotterdam;31-12-2021;17:30
3386;11;13,72;15,95;1,46;2,7;91; Rotterdam;30-11-2021;12:30
3387;7;12,09;13,95;1,11;3;86; Rotterdam;1-3-2021;12:30
3388;11;9,06;9,95;1,02;2,7;68; Tilburg;30-9-2021;12:30
3389;9;11,24;12,95;1,28;2,9;95; Den Haag ('s-Gravenhage);31-12-2021;17:30
3390;11;10,69;11,95;0,66;2,5;50; Den Haag ('s-Gravenhage);31-7-2021;8:30
3391;4;6,89;7,95;1,13;3,7;69; Amsterdam;30-11-2021;8:30
3392;8;9,63;10,95;1,05;2,4;69; Nijmegen;31-7-2021;12:30
3393;6;14,73;16,95;1,15;3,2;80; Nijmegen;31-12-2021;12:30
3394;8;16,69;19,95;0,73;2,2;57; Den Haag ('s-Gravenhage);31-12-2021;8:30
3395;6;12,55;14,95;0,93;2,4;57; Eindhoven;30-11-2021;12:30
3396;6;23,75;26,95;0,89;3,3;57; Den Haag ('s-Gravenhage);30-11-2021;8:30
3397;7;12,41;13,95;0,98;1,5;61; Groningen;1-11-2021;17:30
3398;7;14,99;17,95;1,13;2,7;75; Amsterdam;30-11-2021;12:30
3399;11;17,6;19,95;0,68;2,9;50; Eindhoven;1-2-2021;12:30
3400;9;10,51;11,95;1,16;2,4;87; Den Haag ('s-Gravenhage);31-8-2021;17:30
3401;9;10,51;11,95;1,16;2,5;75; Eindhoven;30-11-2021;8:30
3402;7;12,88;14,95;1,3;3,5;79; Eindhoven;30-11-2021;8:30
3403;13;18,72;20,95;0,64;2,4;46; Utrecht;30-4-2021;8:30
3404;5;9,92;11,95;1,12;2,6;84; Utrecht;31-12-2021;8:30
3405;11;12,36;14,95;1,26;2,2;90; Eindhoven;1-11-2021;12:30
3406;8;19,74;22,95;1,04;3;68; Utrecht;1-3-2021;8:30
3407;9;13,74;15,95;0,66;1,7;51; Nijmegen;30-6-2021;12:30
3408;5;15,69;17,95;1,01;2,8;66; Den Haag ('s-Gravenhage);30-11-2021;17:30
3409;11;15,64;17,95;1,09;2,5;73; Utrecht;30-9-2021;8:30
3410;7;15,43;17,95;1,09;3,8;81; Eindhoven;31-12-2021;8:30
3411;8;19,66;21,95;1,12;2,6;75; Rotterdam;31-12-2021;8:30
3412;11;12,77;13,95;0,86;2,2;64; Utrecht;30-11-2021;8:30
3413;10;19,28;21,95;0,81;3;55; Den Haag ('s-Gravenhage);31-12-2021;17:30
3414;11;13,43;14,95;0,94;1,8;65; Eindhoven;1-2-2021;12:30
3415;4;18,54;20,95;1,05;2,1;63; Groningen;1-2-2021;17:30
3416;5;16,93;19,95;0,76;4;57; Eindhoven;1-11-2021;17:30
3417;8;11,17;12,95;0,99;3;74; Eindhoven;1-2-2021;12:30
3418;3;24;26,95;1,43;3,2;86; Utrecht;30-11-2021;17:30
3419;12;7,98;9,95;1,14;2,8;77; Breda;1-11-2021;8:30
3420;9;11,72;13,95;1,24;2,7;75; Rotterdam;31-3-2021;12:30
3421;5;11,5;12,95;0,82;3,2;52; Eindhoven;31-12-2021;12:30
3422;11;8,74;9,95;1,09;2,3;77; Amsterdam;30-4-2021;8:30
3423;5;15,56;17,95;0,69;1,9;43; Amsterdam;30-11-2021;17:30
3424;12;14,99;17,95;0,76;3,9;56; Amsterdam;31-12-2021;8:30
3425;12;19,95;22,95;1,19;3,2;85; Amsterdam;30-4-2021;12:30
3426;6;22,83;25,95;1,31;2,7;92; Groningen;30-11-2021;17:30
3427;11;19,41;21,95;0,76;2,8;52; Eindhoven;30-11-2021;17:30
3428;8;15,52;17,95;0,81;2,9;61; Rotterdam;1-11-2021;12:30
3429;9;17,96;20,95;0,77;2,3;56; Den Haag ('s-Gravenhage);1-2-2021;8:30
3430;10;14,72;16,95;0,95;2,2;63; Den Haag ('s-Gravenhage);30-11-2021;12:30
3431;8;10,8;11,95;0,9;3,9;60; Breda;30-11-2021;17:30
3432;7;10,93;12,95;1,32;3,1;89; Eindhoven;30-6-2021;12:30
3433;8;14,3;16,95;1,25;2,2;79; Den Haag ('s-Gravenhage);1-11-2021;12:30
3434;4;9,91;11,95;0,76;3;53; Utrecht;30-9-2021;8:30
3435;9;9,64;10,95;0,99;2,2;62; Den Haag ('s-Gravenhage);30-9-2021;17:30
3436;7;15,33;16,95;1,08;2,4;76; Eindhoven;31-8-2021;12:30
3437;11;20,11;22,95;1,04;2,2;68; Groningen;31-12-2021;8:30
3438;12;11,24;12,95;0,84;2,4;62; Groningen;31-12-2021;12:30
3439;11;8,56;9,95;1,38;2,5;83; Eindhoven;1-11-2021;17:30
3440;9;18,93;21,95;1,13;3,5;71; Rotterdam;31-12-2021;12:30
3441;9;16,72;18,95;0,8;2,5;55; Den Haag ('s-Gravenhage);30-11-2021;8:30
3442;10;21,25;24,95;0,61;4,3;46; Den Haag ('s-Gravenhage);30-9-2021;17:30
3443;6;15,04;16,95;1,1;3,2;71; Den Haag ('s-Gravenhage);31-5-2021;17:30
3444;7;8,49;9,95;0,93;3,6;56; Rotterdam;30-11-2021;17:30
3445;10;12,47;13,95;1,47;4;92; Den Haag ('s-Gravenhage);30-11-2021;17:30
3446;6;18,1;20,95;0,72;3,3;44; Rotterdam;31-12-2021;8:30
3447;9;24,33;27,95;1,17;1,7;73; Den Haag ('s-Gravenhage);30-11-2021;17:30
3448;10;20,82;23,95;0,95;3,4;64; Utrecht;30-4-2021;12:30
3449;9;12,39;13,95;1,01;2,9;72; Rotterdam;30-11-2021;17:30
3450;9;11,78;13,95;0,89;2,3;70; Nijmegen;31-12-2021;12:30
3451;5;15,94;17,95;0,55;3;37; Groningen;31-7-2021;17:30
3452;12;17,75;19,95;1,39;3,2;85; Utrecht;1-3-2021;8:30
3453;10;8,97;9,95;1,26;3,1;90; Den Haag ('s-Gravenhage);30-9-2021;8:30
3454;5;8,92;10,95;1,03;2,5;73; Utrecht;30-11-2021;12:30
3455;10;10,93;12,95;1,42;2,3;90; Rotterdam;1-11-2021;12:30
3456;6;11,06;11,95;0,8;3,1;57; Tilburg;30-11-2021;12:30
3457;3;14,24;16,95;1,19;3,3;79; Amsterdam;30-9-2021;12:30
3458;6;18,54;20,95;1,03;3,2;64; Groningen;31-8-2021;8:30
3459;9;19,64;22,95;0,99;2,8;65; Utrecht;30-9-2021;8:30
3460;7;19,64;22,95;1,11;3;85; Utrecht;31-12-2021;12:30
3461;9;10,93;11,95;0,92;2,5;59; Den Haag ('s-Gravenhage);31-12-2021;8:30
3462;12;19,88;22,95;0,99;3,3;65; Den Haag ('s-Gravenhage);30-11-2021;8:30
3463;6;14,77;16,95;1,15;2,8;70; Den Haag ('s-Gravenhage);31-3-2021;12:30
3464;7;8,58;9,95;1,04;2,8;69; Rotterdam;31-8-2021;17:30
3465;5;17,34;19,95;0,92;3,6;67; Den Haag ('s-Gravenhage);31-12-2021;17:30
3466;7;11,19;12,95;1,04;2,6;81; Eindhoven;30-4-2021;17:30
3467;7;12,49;13,95;0,79;3,2;51; Rotterdam;31-12-2021;17:30
3468;7;18,77;21,95;1,11;3,1;80; Rotterdam;31-12-2021;12:30
3469;8;11,32;12,95;0,94;2,9;65; Eindhoven;30-9-2021;8:30
3470;4;21,25;24,95;1,19;3,5;80; Rotterdam;1-11-2021;17:30
3471;6;13,62;15,95;0,91;2,9;65; Utrecht;31-12-2021;17:30
3472;10;17,03;19,95;1,09;2,2;79; Groningen;31-12-2021;12:30
3473;7;9,64;10,95;1,15;2,9;88; Den Haag ('s-Gravenhage);31-8-2021;12:30
3474;10;15,34;17,95;1,36;2,4;82; Den Haag ('s-Gravenhage);31-3-2021;12:30
3475;6;11,39;12,95;0,72;2,8;56; Rotterdam;31-12-2021;8:30
3476;11;13,99;15,95;1,38;2,3;88; Tilburg;31-5-2021;17:30
3477;12;15,14;16,95;1,01;2,5;70; Den Haag ('s-Gravenhage);1-11-2021;8:30
3478;9;18,73;21,95;1,15;2,4;85; Amsterdam;1-11-2021;17:30
3479;11;11,91;12,95;1,46;3,4;92; Breda;1-2-2021;17:30
3480;7;17,66;19,95;1,16;2,4;81; Tilburg;31-12-2021;17:30
3481;11;8,98;10,95;0,76;3,1;55; Den Haag ('s-Gravenhage);31-12-2021;17:30
3482;4;10,23;11,95;1,27;2,8;82; Den Haag ('s-Gravenhage);30-4-2021;8:30
3483;9;12,19;13,95;0,81;2,8;63; Amsterdam;31-12-2021;8:30
3484;10;11,25;12,95;0,99;2,7;66; Den Haag ('s-Gravenhage);31-12-2021;17:30
3485;9;20,24;22,95;0,7;2,9;51; Eindhoven;30-11-2021;12:30
3486;12;12,18;13,95;1,08;2,6;65; Rotterdam;31-12-2021;17:30
3487;6;11,29;12,95;1,31;2,4;78; Tilburg;31-7-2021;8:30
3488;7;7,31;7,95;0,87;3,3;55; Rotterdam;30-11-2021;12:30
3489;10;16,04;18,95;0,89;3,5;61; Rotterdam;31-12-2021;17:30
3490;6;8,41;9,95;1,03;2,3;76; Den Haag ('s-Gravenhage);1-11-2021;8:30
3491;11;17,5;20,95;0,8;1,9;48; Amsterdam;30-9-2021;17:30
3492;6;10,35;11,95;0,93;2,5;66; Amsterdam;31-12-2021;8:30
3493;10;12,27;13,95;0,75;3,4;53; Utrecht;30-11-2021;12:30
3494;8;12,9;14,95;0,78;3,6;51; Eindhoven;1-3-2021;17:30
3495;8;18,46;21,95;1,07;3,9;72; Den Haag ('s-Gravenhage);30-9-2021;8:30
3496;6;19,55;21,95;1,17;3,1;81; Rotterdam;30-9-2021;17:30
3497;4;15,5;16,95;0,83;2,8;57; Rotterdam;30-11-2021;17:30
3498;9;13,72;15,95;1,23;3,7;91; Amsterdam;31-12-2021;8:30
3499;8;11,12;12,95;1,2;3,1;72; Groningen;31-12-2021;17:30
3500;7;23,45;26,95;1,14;3,1;81; Den Haag ('s-Gravenhage);30-6-2021;17:30
3501;12;15,7;17,95;1,15;3,6;77; Den Haag ('s-Gravenhage);1-2-2021;12:30
3502;9;15,28;16,95;0,81;3,1;54; Utrecht;1-11-2021;12:30
3503;8;10,31;11,95;1,49;3,2;97; Den Haag ('s-Gravenhage);30-6-2021;8:30
3504;9;14,61;16,95;0,93;2,4;71; Rotterdam;1-3-2021;17:30
3505;10;21,45;24,95;0,89;2,7;69; Den Haag ('s-Gravenhage);31-12-2021;17:30
